Time	[ppMek]	[ppErk]	[Raf]	[pRaf]	[TGFbR_Cav]	[TGFbR_EE]	[TGFbR_a]	[TGFbR]	[Smad2n]	[pSmad2n]	[pSmad2]	[Smad2]	[pMek]	[Mek]	[pmTORC1]	[mTORC1]	[pAkt]	[Akt]	[pPI3K]	[PI3K]	[pErk]	[Erk]	[pS6K]	[S6K]	Values[kSmad2Dephos_km]	Values[kSmad2Phos_kcat]	Values[kRafPhosByTGFbR_kcat]	Values[TGFb]	Values[kTGFbOn]	Values[pSmad2Tot]	Values[Smad2Tot]	Values[kSmad2Phos_km]	Values[kTGFbRRecyc]	Values[kTGFbRIntern]	Values[kTGFbOff]	Values[kmTORC1Dephos_km]	Values[kS6KDephos_km]	Values[kMekPhos_ki1]	Values[kMekPhos_km1]	Values[kRafDephosVmax]	Values[kRafDephos_km]	Values[kRafPhos_n]	Values[kRafPhos_Vmax]	Values[kRafPhos_ki]	Values[kRafPhos_km]	Values[GrowthFactors]	Values[kSmad2Dephos_Vmax]	Values[kAktPhos_ki]	Values[kAktPhos_km]	Values[MK2206]	Values[kAktPhos_kcat]	Values[kAktDephos_Vmax]	Values[kAktDephos_km]	Values[kmTORC1Phos_ki]	Values[kmTORC1Phos_km]	Values[Everolimus]	Values[kmTORC1Phos_kcat]	Values[kPI3KPhosByTGFbR_kcat]	Values[kPI3KPhosByTGFbR_km]	Values[kSmad2DephosByErk_kcat]	Values[kSmad2DephosByErk_km]	Values[kmTORC1Dephos_Vmax]	Values[kS6KPhosBymTORC1_km]	Values[kS6KPhosBymTORC1_kcat]	Values[kS6KDephos_Vmax]	Values[kSmad2PhosByAkt_km]	Values[kPI3KDephosByErk]	Values[kSmad2PhosByAkt_kcat]	Values[kRafPhosByTGFbR_km]	Values[kMekDephos_km1]	Values[kMekDephos_Vmax1]	Values[kMekPhos_kcat1]	Values[AZD]	Values[kErkDephos_km1]	Values[kErkDephos_Vmax1]	Values[kErkPhos_km1]	Values[kErkPhos_kcat1]	Values[kPI3KPhosByGF]	Values[kPI3KDephosByS6K]	Values[kRafPhosByPI3K_km]	Values[kRafPhosByPI3K_kcat]
36.4	9.58117	34.5259	70.7246	29.2754	10.5276	11.3845	1.08841	77.0233	49.8216	-3.53828e-78	1.86888	48.3096	49.8804	278.508	12.6353	87.3647	25.4116	74.5884	14.4595	85.5405	94.8841	214.89	0.670145	99.3299	60	0.1	265	0.005	0.1	1.86888	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
36.5	9.58156	34.5363	70.7244	29.2756	10.5288	11.3829	1.08839	77.0238	49.8216	-1.33926e-78	1.86749	48.311	49.8819	278.507	12.6492	87.3508	25.3827	74.6173	14.4506	85.5494	94.898	214.866	0.670936	99.3291	60	0.1	265	0.005	0.1	1.86749	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
36.6	9.58195	34.5467	70.7241	29.2759	10.53	11.3812	1.08836	77.0243	49.8216	-4.57397e-79	1.86606	48.3124	49.8833	278.505	12.6631	87.3369	25.3535	74.6465	14.4418	85.5582	94.9119	214.842	0.671725	99.3283	60	0.1	265	0.005	0.1	1.86606	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
36.7	9.58234	34.5571	70.7239	29.2761	10.5312	11.3795	1.08834	77.0248	49.8216	-1.22814e-79	1.86462	48.3138	49.8847	278.503	12.6769	87.3231	25.3241	74.6759	14.433	85.567	94.9257	214.818	0.672511	99.3275	60	0.1	265	0.005	0.1	1.86462	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
36.8	9.58272	34.5674	70.7237	29.2763	10.5324	11.3779	1.08832	77.0253	49.8216	-1.3485e-80	1.86316	48.3153	49.8861	278.501	12.6906	87.3094	25.2944	74.7056	14.4242	85.5758	94.9394	214.794	0.673296	99.3267	60	0.1	265	0.005	0.1	1.86316	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
36.9	9.58311	34.5777	70.7234	29.2766	10.5335	11.3763	1.0883	77.0258	49.8216	1.16452e-80	1.86169	48.3168	49.8874	278.499	12.7044	87.2956	25.2646	74.7354	14.4155	85.5845	94.9531	214.77	0.674078	99.3259	60	0.1	265	0.005	0.1	1.86169	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
37	9.58349	34.588	70.7232	29.2768	10.5347	11.3746	1.08827	77.0263	49.8216	2.49421e-80	1.86019	48.3183	49.8888	278.498	12.7181	87.2819	25.2346	74.7654	14.4069	85.5931	94.9667	214.746	0.674857	99.3251	60	0.1	265	0.005	0.1	1.86019	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
37.1	9.58387	34.5983	70.723	29.277	10.5359	11.373	1.08825	77.0268	49.8216	1.92825e-80	1.85868	48.3198	49.8902	278.496	12.7317	87.2683	25.2045	74.7955	14.3982	85.6018	94.9803	214.722	0.675634	99.3244	60	0.1	265	0.005	0.1	1.85868	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
37.2	9.58426	34.6085	70.7228	29.2772	10.537	11.3713	1.08823	77.0273	49.8216	1.30928e-80	1.85715	48.3213	49.8916	278.494	12.7453	87.2547	25.1742	74.8258	14.3896	85.6104	94.9938	214.698	0.676409	99.3236	60	0.1	265	0.005	0.1	1.85715	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
37.3	9.58463	34.6186	70.7225	29.2775	10.5382	11.3697	1.08821	77.0278	49.8216	7.61098e-81	1.85561	48.3229	49.893	278.492	12.7588	87.2412	25.1437	74.8563	14.3811	85.6189	95.0073	214.674	0.677182	99.3228	60	0.1	265	0.005	0.1	1.85561	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
37.4	9.58501	34.6288	70.7223	29.2777	10.5393	11.3681	1.08818	77.0283	49.8216	3.07022e-81	1.85406	48.3244	49.8943	278.491	12.7724	87.2276	25.1131	74.8869	14.3726	85.6274	95.0207	214.651	0.677952	99.322	60	0.1	265	0.005	0.1	1.85406	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
37.5	9.58539	34.6389	70.7221	29.2779	10.5404	11.3665	1.08816	77.0288	49.8216	-1.85585e-81	1.85248	48.326	49.8957	278.489	12.7858	87.2142	25.0824	74.9176	14.3641	85.6359	95.0341	214.627	0.678719	99.3213	60	0.1	265	0.005	0.1	1.85248	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
37.6	9.58576	34.6489	70.7219	29.2781	10.5416	11.3649	1.08814	77.0293	49.8216	-3.32725e-81	1.8509	48.3276	49.897	278.487	12.7992	87.2008	25.0515	74.9485	14.3556	85.6444	95.0474	214.604	0.679484	99.3205	60	0.1	265	0.005	0.1	1.8509	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
37.7	9.58614	34.6589	70.7217	29.2783	10.5427	11.3632	1.08812	77.0298	49.8216	-5.88253e-81	1.84931	48.3292	49.8984	278.486	12.8126	87.1874	25.0206	74.9794	14.3472	85.6528	95.0607	214.581	0.680247	99.3198	60	0.1	265	0.005	0.1	1.84931	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
37.8	9.58651	34.6689	70.7214	29.2786	10.5438	11.3616	1.08809	77.0303	49.8216	-6.47423e-81	1.8477	48.3308	49.8997	278.484	12.8259	87.1741	24.9895	75.0105	14.3389	85.6611	95.0739	214.558	0.681007	99.319	60	0.1	265	0.005	0.1	1.8477	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
37.9	9.58688	34.6789	70.7212	29.2788	10.5449	11.36	1.08807	77.0308	49.8216	-6.21439e-81	1.84608	48.3324	49.9011	278.482	12.8392	87.1608	24.9584	75.0416	14.3305	85.6695	95.0871	214.534	0.681765	99.3182	60	0.1	265	0.005	0.1	1.84608	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
38	9.58725	34.6888	70.721	29.279	10.5461	11.3584	1.08805	77.0313	49.8216	-4.97815e-81	1.84446	48.334	49.9024	278.48	12.8525	87.1475	24.9271	75.0729	14.3222	85.6778	95.1002	214.511	0.682521	99.3175	60	0.1	265	0.005	0.1	1.84446	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
38.1	9.58762	34.6987	70.7208	29.2792	10.5472	11.3569	1.08803	77.0318	49.8216	-3.29076e-81	1.84282	48.3356	49.9037	278.479	12.8656	87.1344	24.8958	75.1042	14.314	85.686	95.1133	214.488	0.683274	99.3167	60	0.1	265	0.005	0.1	1.84282	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
38.2	9.58799	34.7086	70.7206	29.2794	10.5483	11.3553	1.08801	77.0323	49.8216	-2.0347e-81	1.84117	48.3373	49.9051	278.477	12.8788	87.1212	24.8645	75.1355	14.3058	85.6942	95.1263	214.465	0.684025	99.316	60	0.1	265	0.005	0.1	1.84117	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
38.3	9.58835	34.7184	70.7204	29.2796	10.5494	11.3537	1.08798	77.0328	49.8216	-1.0872e-81	1.83952	48.3389	49.9064	278.475	12.8919	87.1081	24.8331	75.1669	14.2976	85.7024	95.1393	214.443	0.684773	99.3152	60	0.1	265	0.005	0.1	1.83952	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
38.4	9.58872	34.7282	70.7201	29.2799	10.5505	11.3521	1.08796	77.0333	49.8216	-1.22773e-82	1.83786	48.3406	49.9077	278.474	12.905	87.095	24.8016	75.1984	14.2894	85.7106	95.1522	214.42	0.685518	99.3145	60	0.1	265	0.005	0.1	1.83786	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
38.5	9.58908	34.738	70.7199	29.2801	10.5516	11.3505	1.08794	77.0338	49.8216	3.49236e-82	1.83619	48.3423	49.909	278.472	12.918	87.082	24.7701	75.2299	14.2813	85.7187	95.1651	214.397	0.686262	99.3137	60	0.1	265	0.005	0.1	1.83619	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
38.6	9.58944	34.7477	70.7197	29.2803	10.5527	11.349	1.08792	77.0343	49.8216	4.39102e-82	1.83451	48.3439	49.9103	278.47	12.9309	87.0691	24.7385	75.2615	14.2732	85.7268	95.1779	214.375	0.687003	99.313	60	0.1	265	0.005	0.1	1.83451	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
38.7	9.5898	34.7574	70.7195	29.2805	10.5538	11.3474	1.08789	77.0348	49.8216	5.67524e-82	1.83283	48.3456	49.9116	278.469	12.9439	87.0561	24.707	75.293	14.2652	85.7348	95.1907	214.352	0.687741	99.3123	60	0.1	265	0.005	0.1	1.83283	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
38.8	9.59016	34.767	70.7193	29.2807	10.5548	11.3458	1.08787	77.0353	49.8216	4.8286e-82	1.83115	48.3473	49.9129	278.467	12.9567	87.0433	24.6754	75.3246	14.2572	85.7428	95.2034	214.33	0.688477	99.3115	60	0.1	265	0.005	0.1	1.83115	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
38.9	9.59052	34.7766	70.7191	29.2809	10.5559	11.3443	1.08785	77.0358	49.8216	2.86297e-82	1.82945	48.349	49.9142	278.465	12.9696	87.0304	24.6438	75.3562	14.2492	85.7508	95.2161	214.308	0.68921	99.3108	60	0.1	265	0.005	0.1	1.82945	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
39	9.59088	34.7862	70.7189	29.2811	10.557	11.3427	1.08783	77.0363	49.8216	1.40883e-82	1.82776	48.3507	49.9155	278.464	12.9824	87.0176	24.6122	75.3878	14.2413	85.7587	95.2287	214.285	0.689942	99.3101	60	0.1	265	0.005	0.1	1.82776	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
39.1	9.59123	34.7958	70.7187	29.2813	10.5581	11.3412	1.08781	77.0368	49.8216	3.64199e-83	1.82606	48.3524	49.9168	278.462	12.9951	87.0049	24.5806	75.4194	14.2334	85.7666	95.2413	214.263	0.69067	99.3093	60	0.1	265	0.005	0.1	1.82606	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
39.2	9.59158	34.8053	70.7184	29.2816	10.5591	11.3397	1.08778	77.0373	49.8216	-5.17595e-83	1.82435	48.3541	49.918	278.46	13.0078	86.9922	24.5489	75.4511	14.2256	85.7744	95.2539	214.241	0.691396	99.3086	60	0.1	265	0.005	0.1	1.82435	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
39.3	9.59194	34.8148	70.7182	29.2818	10.5602	11.3381	1.08776	77.0378	49.8216	-1.05361e-82	1.82264	48.3558	49.9193	278.459	13.0205	86.9795	24.5173	75.4827	14.2178	85.7822	95.2664	214.219	0.69212	99.3079	60	0.1	265	0.005	0.1	1.82264	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
39.4	9.59229	34.8243	70.718	29.282	10.5612	11.3366	1.08774	77.0383	49.8216	-1.0829e-82	1.82093	48.3575	49.9206	278.457	13.0331	86.9669	24.4858	75.5142	14.21	85.79	95.2788	214.197	0.692841	99.3072	60	0.1	265	0.005	0.1	1.82093	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
39.5	9.59264	34.8337	70.7178	29.2822	10.5623	11.3351	1.08772	77.0388	49.8216	-8.64073e-83	1.81922	48.3592	49.9218	278.456	13.0457	86.9543	24.4542	75.5458	14.2022	85.7978	95.2912	214.176	0.69356	99.3064	60	0.1	265	0.005	0.1	1.81922	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
39.6	9.59298	34.8431	70.7176	29.2824	10.5633	11.3335	1.08769	77.0393	49.8216	-7.28692e-83	1.81751	48.361	49.9231	278.454	13.0582	86.9418	24.4227	75.5773	14.1945	85.8055	95.3035	214.154	0.694277	99.3057	60	0.1	265	0.005	0.1	1.81751	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
39.7	9.59333	34.8524	70.7174	29.2826	10.5644	11.332	1.08767	77.0398	49.8216	-5.98922e-83	1.81579	48.3627	49.9244	278.452	13.0707	86.9293	24.3912	75.6088	14.1868	85.8132	95.3158	214.132	0.694991	99.305	60	0.1	265	0.005	0.1	1.81579	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
39.8	9.59368	34.8618	70.7172	29.2828	10.5654	11.3305	1.08765	77.0403	49.8216	-8.33913e-83	1.81407	48.3644	49.9256	278.451	13.0831	86.9169	24.3597	75.6403	14.1792	85.8208	95.3281	214.111	0.695702	99.3043	60	0.1	265	0.005	0.1	1.81407	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
39.9	9.59402	34.8711	70.717	29.283	10.5665	11.329	1.08763	77.0408	49.8216	-1.11714e-82	1.81235	48.3661	49.9269	278.449	13.0955	86.9045	24.3283	75.6717	14.1716	85.8284	95.3403	214.089	0.696412	99.3036	60	0.1	265	0.005	0.1	1.81235	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
40	9.59436	34.8803	70.7168	29.2832	10.5675	11.3275	1.08761	77.0413	49.8216	-3.44163e-85	1.81063	48.3678	49.9281	278.448	13.1078	86.8922	24.2969	75.7031	14.164	85.836	95.3524	214.068	0.697118	99.3029	60	0.1	265	0.005	0.1	1.81063	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
40.1	9.59471	34.8896	70.7166	29.2834	10.5685	11.326	1.08758	77.0418	49.8216	1.49317e-82	1.80891	48.3696	49.9293	278.446	13.1201	86.8799	24.2655	75.7345	14.1565	85.8435	95.3645	214.046	0.697823	99.3022	60	0.1	265	0.005	0.1	1.80891	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
40.2	9.59505	34.8988	70.7164	29.2836	10.5695	11.3245	1.08756	77.0423	49.8216	3.26386e-82	1.80719	48.3713	49.9306	278.444	13.1324	86.8676	24.2342	75.7658	14.149	85.851	95.3766	214.025	0.698525	99.3015	60	0.1	265	0.005	0.1	1.80719	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
40.3	9.59539	34.9079	70.7162	29.2838	10.5706	11.323	1.08754	77.0428	49.8216	5.10163e-82	1.80547	48.373	49.9318	278.443	13.1446	86.8554	24.203	75.797	14.1415	85.8585	95.3886	214.004	0.699224	99.3008	60	0.1	265	0.005	0.1	1.80547	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
40.4	9.59572	34.9171	70.716	29.284	10.5716	11.3215	1.08752	77.0433	49.8216	6.33661e-82	1.80375	48.3747	49.933	278.441	13.1568	86.8432	24.1718	75.8282	14.1341	85.8659	95.4006	213.983	0.699921	99.3001	60	0.1	265	0.005	0.1	1.80375	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
40.5	9.59606	34.9262	70.7158	29.2842	10.5726	11.32	1.08749	77.0438	49.8216	6.78425e-82	1.80203	48.3764	49.9342	278.44	13.1689	86.8311	24.1407	75.8593	14.1267	85.8733	95.4125	213.962	0.700616	99.2994	60	0.1	265	0.005	0.1	1.80203	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
40.6	9.5964	34.9352	70.7156	29.2844	10.5736	11.3185	1.08747	77.0443	49.8216	5.99566e-82	1.80032	48.3781	49.9354	278.438	13.181	86.819	24.1097	75.8903	14.1193	85.8807	95.4244	213.941	0.701309	99.2987	60	0.1	265	0.005	0.1	1.80032	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
40.7	9.59673	34.9443	70.7154	29.2846	10.5746	11.317	1.08745	77.0448	49.8216	3.45503e-82	1.7986	48.3799	49.9366	278.437	13.193	86.807	24.0787	75.9213	14.112	85.888	95.4362	213.92	0.701999	99.298	60	0.1	265	0.005	0.1	1.7986	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
40.8	9.59706	34.9533	70.7152	29.2848	10.5756	11.3156	1.08743	77.0453	49.8216	2.39748e-82	1.79689	48.3816	49.9378	278.435	13.205	86.795	24.0478	75.9522	14.1047	85.8953	95.448	213.899	0.702686	99.2973	60	0.1	265	0.005	0.1	1.79689	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	1	15	1800	50	200	0.239475	25	50	5
