Time	[ppMek]	[ppErk]	[Raf]	[pRaf]	[TGFbR_Cav]	[TGFbR_EE]	[TGFbR_a]	[TGFbR]	[Smad2n]	[pSmad2n]	[pSmad2]	[Smad2]	[pMek]	[Mek]	[pmTORC1]	[mTORC1]	[pAkt]	[Akt]	[pPI3K]	[PI3K]	[pErk]	[Erk]	[pS6K]	[S6K]	Values[kSmad2Dephos_km]	Values[kSmad2Phos_kcat]	Values[kRafPhosByTGFbR_kcat]	Values[TGFb]	Values[kTGFbOn]	Values[pSmad2Tot]	Values[Smad2Tot]	Values[kSmad2Phos_km]	Values[kTGFbRRecyc]	Values[kTGFbRIntern]	Values[kTGFbOff]	Values[kmTORC1Dephos_km]	Values[kS6KDephos_km]	Values[kMekPhos_ki1]	Values[kMekPhos_km1]	Values[kRafDephosVmax]	Values[kRafDephos_km]	Values[kRafPhos_n]	Values[kRafPhos_Vmax]	Values[kRafPhos_ki]	Values[kRafPhos_km]	Values[GrowthFactors]	Values[kSmad2Dephos_Vmax]	Values[kAktPhos_ki]	Values[kAktPhos_km]	Values[MK2206]	Values[kAktPhos_kcat]	Values[kAktDephos_Vmax]	Values[kAktDephos_km]	Values[kmTORC1Phos_ki]	Values[kmTORC1Phos_km]	Values[Everolimus]	Values[kmTORC1Phos_kcat]	Values[kPI3KPhosByTGFbR_kcat]	Values[kPI3KPhosByTGFbR_km]	Values[kSmad2DephosByErk_kcat]	Values[kSmad2DephosByErk_km]	Values[kmTORC1Dephos_Vmax]	Values[kS6KPhosBymTORC1_km]	Values[kS6KPhosBymTORC1_kcat]	Values[kS6KDephos_Vmax]	Values[kSmad2PhosByAkt_km]	Values[kPI3KDephosByErk]	Values[kSmad2PhosByAkt_kcat]	Values[kRafPhosByTGFbR_km]	Values[kMekDephos_km1]	Values[kMekDephos_Vmax1]	Values[kMekPhos_kcat1]	Values[AZD]	Values[kErkDephos_km1]	Values[kErkDephos_Vmax1]	Values[kErkPhos_km1]	Values[kErkPhos_kcat1]	Values[kPI3KPhosByGF]	Values[kPI3KDephosByS6K]	Values[kRafPhosByPI3K_km]	Values[kRafPhosByPI3K_kcat]
6.9	10.0911	50.5885	80.5098	19.4902	9.88434	12.1751	1.09443	76.87	49.8216	-1.68188e-24	1.41066	48.7678	24.3761	303.503	9.96558	90.0344	16.5476	83.4524	12.1233	87.8767	110.376	183.336	0.522016	99.478	60	0.1	265	0.005	0.1	1.41066	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
7	10.0929	50.6551	80.5088	19.4912	9.88787	12.171	1.09447	76.8706	49.8216	-4.47118e-24	1.4123	48.7662	24.3794	303.498	9.97337	90.0266	16.5548	83.4452	12.1137	87.8863	110.42	183.225	0.522444	99.4776	60	0.1	265	0.005	0.1	1.4123	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
7.1	10.0947	50.7217	80.5077	19.4923	9.89139	12.1669	1.09449	76.8711	49.8216	-5.63274e-24	1.41379	48.7647	24.3828	303.493	9.98117	90.0188	16.5604	83.4396	12.1041	87.8959	110.464	183.115	0.522873	99.4771	60	0.1	265	0.005	0.1	1.41379	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
7.2	10.0965	50.7883	80.5067	19.4933	9.89489	12.1629	1.09452	76.8716	49.8216	-5.34056e-24	1.41514	48.7633	24.3861	303.487	9.98896	90.011	16.5646	83.4354	12.0946	87.9054	110.507	183.005	0.523302	99.4767	60	0.1	265	0.005	0.1	1.41514	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
7.3	10.0982	50.8548	80.5057	19.4943	9.89839	12.1588	1.09454	76.8722	49.8216	-3.15176e-24	1.41635	48.7621	24.3894	303.482	9.99675	90.0033	16.5673	83.4327	12.085	87.915	110.551	182.895	0.523731	99.4763	60	0.1	265	0.005	0.1	1.41635	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
7.4	10.1	50.9212	80.5046	19.4954	9.90188	12.1548	1.09456	76.8727	49.8216	-1.14398e-24	1.41743	48.761	24.3927	303.477	10.0045	89.9955	16.5688	83.4312	12.0755	87.9245	110.594	182.785	0.52416	99.4758	60	0.1	265	0.005	0.1	1.41743	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
7.5	10.1017	50.9876	80.5036	19.4964	9.90535	12.1507	1.09458	76.8732	49.8216	-5.94552e-25	1.41839	48.7601	24.3961	303.472	10.0123	89.9877	16.5689	83.4311	12.066	87.934	110.638	182.675	0.524589	99.4754	60	0.1	265	0.005	0.1	1.41839	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
7.6	10.1035	51.0539	80.5026	19.4974	9.90881	12.1467	1.09459	76.8738	49.8216	4.44737e-25	1.41924	48.7592	24.3994	303.467	10.0201	89.9799	16.5678	83.4322	12.0565	87.9435	110.681	182.566	0.525018	99.475	60	0.1	265	0.005	0.1	1.41924	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
7.7	10.1052	51.1202	80.5016	19.4984	9.91226	12.1427	1.0946	76.8743	49.8216	1.58641e-24	1.41997	48.7585	24.4026	303.462	10.0278	89.9722	16.5656	83.4344	12.047	87.953	110.724	182.457	0.525446	99.4746	60	0.1	265	0.005	0.1	1.41997	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
7.8	10.107	51.1863	80.5006	19.4994	9.9157	12.1388	1.09461	76.8749	49.8216	6.84465e-25	1.42059	48.7579	24.4059	303.457	10.0356	89.9644	16.5622	83.4378	12.0375	87.9625	110.766	182.348	0.525874	99.4741	60	0.1	265	0.005	0.1	1.42059	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
7.9	10.1087	51.2525	80.4996	19.5004	9.91913	12.1348	1.09461	76.8754	49.8216	9.54686e-26	1.42112	48.7573	24.4092	303.452	10.0433	89.9567	16.5578	83.4422	12.0281	87.9719	110.809	182.239	0.526301	99.4737	60	0.1	265	0.005	0.1	1.42112	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
8	10.1105	51.3186	80.4986	19.5014	9.92255	12.1308	1.09461	76.8759	49.8216	-1.02131e-26	1.42155	48.7569	24.4125	303.447	10.051	89.949	16.5525	83.4475	12.0187	87.9813	110.851	182.131	0.526728	99.4733	60	0.1	265	0.005	0.1	1.42155	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
8.1	10.1122	51.3846	80.4976	19.5024	9.92596	12.1269	1.09462	76.8765	49.8216	-1.87477e-26	1.42189	48.7566	24.4157	303.442	10.0587	89.9413	16.5461	83.4539	12.0093	87.9907	110.893	182.022	0.527154	99.4728	60	0.1	265	0.005	0.1	1.42189	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
8.2	10.1139	51.4505	80.4965	19.5035	9.92935	12.123	1.09462	76.877	49.8216	-9.86096e-27	1.42214	48.7563	24.419	303.437	10.0664	89.9336	16.5389	83.4611	12	88	110.935	181.914	0.527579	99.4724	60	0.1	265	0.005	0.1	1.42214	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
8.3	10.1157	51.5164	80.4955	19.5045	9.93273	12.119	1.09461	76.8775	49.8216	-2.21949e-27	1.4223	48.7562	24.4223	303.432	10.0741	89.9259	16.5308	83.4692	11.9906	88.0094	110.977	181.807	0.528004	99.472	60	0.1	265	0.005	0.1	1.4223	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
8.4	10.1174	51.5822	80.4945	19.5055	9.93611	12.1151	1.09461	76.8781	49.8216	2.63636e-27	1.42239	48.7561	24.4255	303.427	10.0818	89.9182	16.5219	83.4781	11.9813	88.0187	111.019	181.699	0.528428	99.4716	60	0.1	265	0.005	0.1	1.42239	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
8.5	10.1191	51.6479	80.4935	19.5065	9.93947	12.1112	1.0946	76.8786	49.8216	3.86727e-27	1.4224	48.7561	24.4287	303.422	10.0894	89.9106	16.5123	83.4877	11.972	88.028	111.06	181.592	0.528851	99.4711	60	0.1	265	0.005	0.1	1.4224	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
8.6	10.1208	51.7135	80.4926	19.5074	9.94282	12.1074	1.0946	76.8791	49.8216	2.64103e-27	1.42234	48.7561	24.432	303.417	10.097	89.903	16.5019	83.4981	11.9627	88.0373	111.102	181.485	0.529274	99.4707	60	0.1	265	0.005	0.1	1.42234	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
8.7	10.1226	51.7791	80.4916	19.5084	9.94615	12.1035	1.09459	76.8797	49.8216	1.05302e-27	1.42221	48.7563	24.4352	303.412	10.1047	89.8953	16.4908	83.5092	11.9535	88.0465	111.143	181.379	0.529695	99.4703	60	0.1	265	0.005	0.1	1.42221	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
8.8	10.1243	51.8446	80.4906	19.5094	9.94948	12.0997	1.09458	76.8802	49.8216	-2.66808e-28	1.42202	48.7564	24.4384	303.407	10.1122	89.8878	16.479	83.521	11.9443	88.0557	111.184	181.272	0.530116	99.4699	60	0.1	265	0.005	0.1	1.42202	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
8.9	10.126	51.91	80.4896	19.5104	9.9528	12.0958	1.09457	76.8807	49.8216	-5.14932e-28	1.42176	48.7567	24.4416	303.402	10.1198	89.8802	16.4666	83.5334	11.9351	88.0649	111.224	181.166	0.530535	99.4695	60	0.1	265	0.005	0.1	1.42176	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
9	10.1277	51.9753	80.4886	19.5114	9.9561	12.092	1.09456	76.8813	49.8216	-4.50995e-28	1.42145	48.757	24.4448	303.398	10.1274	89.8726	16.4537	83.5463	11.9259	88.0741	111.265	181.06	0.530954	99.469	60	0.1	265	0.005	0.1	1.42145	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
9.1	10.1294	52.0406	80.4876	19.5124	9.95939	12.0882	1.09455	76.8818	49.8216	-1.90829e-28	1.42108	48.7574	24.448	303.393	10.1349	89.8651	16.4401	83.5599	11.9168	88.0832	111.305	180.955	0.531371	99.4686	60	0.1	265	0.005	0.1	1.42108	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
9.2	10.1311	52.1058	80.4866	19.5134	9.96268	12.0844	1.09454	76.8823	49.8216	-9.02751e-30	1.42065	48.7578	24.4512	303.388	10.1424	89.8576	16.4261	83.5739	11.9077	88.0923	111.345	180.849	0.531788	99.4682	60	0.1	265	0.005	0.1	1.42065	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
9.3	10.1328	52.1709	80.4857	19.5143	9.96595	12.0806	1.09452	76.8829	49.8216	7.39008e-29	1.42018	48.7583	24.4544	303.383	10.1499	89.8501	16.4115	83.5885	11.8986	88.1014	111.385	180.744	0.532203	99.4678	60	0.1	265	0.005	0.1	1.42018	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
9.4	10.1344	52.2359	80.4847	19.5153	9.9692	12.0768	1.09451	76.8834	49.8216	7.56679e-29	1.41966	48.7588	24.4576	303.378	10.1573	89.8427	16.3965	83.6035	11.8895	88.1105	111.425	180.639	0.532617	99.4674	60	0.1	265	0.005	0.1	1.41966	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
9.5	10.1361	52.3009	80.4837	19.5163	9.97245	12.073	1.09449	76.8839	49.8216	1.42773e-29	1.41909	48.7594	24.4607	303.373	10.1648	89.8352	16.381	83.619	11.8805	88.1195	111.465	180.535	0.53303	99.467	60	0.1	265	0.005	0.1	1.41909	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
9.6	10.1378	52.3657	80.4827	19.5173	9.97569	12.0693	1.09448	76.8845	49.8216	-3.4602e-29	1.41848	48.76	24.4639	303.368	10.1722	89.8278	16.3651	83.6349	11.8715	88.1285	111.504	180.43	0.533442	99.4666	60	0.1	265	0.005	0.1	1.41848	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
9.7	10.1395	52.4305	80.4818	19.5182	9.97891	12.0655	1.09446	76.885	49.8216	-2.20801e-28	1.41783	48.7606	24.467	303.364	10.1796	89.8204	16.3488	83.6512	11.8625	88.1375	111.544	180.326	0.533852	99.4661	60	0.1	265	0.005	0.1	1.41783	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
9.8	10.1412	52.4952	80.4808	19.5192	9.98213	12.0618	1.09445	76.8855	49.8216	-3.59488e-28	1.41715	48.7613	24.4702	303.359	10.1869	89.8131	16.3322	83.6678	11.8536	88.1464	111.583	180.222	0.534262	99.4657	60	0.1	265	0.005	0.1	1.41715	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
9.9	10.1428	52.5598	80.4798	19.5202	9.98533	12.0581	1.09443	76.8861	49.8216	-2.54351e-28	1.41642	48.762	24.4733	303.354	10.1943	89.8057	16.3151	83.6849	11.8447	88.1553	111.622	180.119	0.53467	99.4653	60	0.1	265	0.005	0.1	1.41642	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
10	10.1445	52.6243	80.4789	19.5211	9.98852	12.0544	1.09441	76.8866	49.8216	-2.8463e-28	1.41566	48.7628	24.4765	303.349	10.2016	89.7984	16.2978	83.7022	11.8358	88.1642	111.661	180.016	0.535076	99.4649	60	0.1	265	0.005	0.1	1.41566	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
10.1	10.1462	52.6888	80.4779	19.5221	9.9917	12.0507	1.09439	76.8871	49.8216	-2.48445e-28	1.41487	48.7636	24.4796	303.344	10.2089	89.7911	16.2801	83.7199	11.8269	88.1731	111.699	179.912	0.535482	99.4645	60	0.1	265	0.005	0.1	1.41487	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
10.2	10.1478	52.7531	80.477	19.523	9.99487	12.047	1.09438	76.8877	49.8216	-1.36473e-28	1.41404	48.7644	24.4827	303.34	10.2162	89.7838	16.2622	83.7378	11.8181	88.1819	111.738	179.81	0.535886	99.4641	60	0.1	265	0.005	0.1	1.41404	100	50	0.0333333	0.333333	0.04	100	10	0.25	15	3602.5	8	1	9000	3.5	10	1	65	0.01	12.5	0	1.5	30	15	0.001	3	1	0.35	50	10	7.5	30	1	100	0.5	50	40	0.5	0.1	25	15	2700	90	0	15	1800	50	200	0.239475	25	50	5
